Date,High_^FCHI,Low_^FCHI,Open_^FCHI,Close_^FCHI,Volume_^FCHI
2020-04-27,4505.259765625,4448.0498046875,4479.85986328125,4505.259765625,75900400
2020-04-28,4601.93994140625,4493.509765625,4507.419921875,4569.7900390625,104388900
2020-04-29,4678.93017578125,4552.81005859375,4566.2900390625,4671.10986328125,111685100
2020-04-30,4719.740234375,4554.91015625,4693.27978515625,4572.18017578125,141611100
2020-05-04,4427.740234375,4362.1298828125,4413.14013671875,4378.22998046875,124810600
2020-05-05,4492.52001953125,4419.9501953125,4455.740234375,4483.1298828125,93373300
2020-05-06,4484.16015625,4425.77978515625,4484.16015625,4433.3798828125,83242500
2020-05-07,4503.93994140625,4440.97998046875,4456.43994140625,4501.43994140625,78225400
2020-05-08,4560.18994140625,4519.58984375,4538.08984375,4549.64013671875,49408600
2020-05-11,4569.759765625,4460.240234375,4561.18994140625,4490.22021484375,83493200
2020-05-12,4499.39013671875,4453.64990234375,4473.43017578125,4472.5,99269700
2020-05-13,4422.740234375,4336.56005859375,4420.5,4344.9501953125,103285300
2020-05-14,4313.259765625,4194.580078125,4294.009765625,4273.1298828125,127632000
2020-05-15,4335.77001953125,4255.18994140625,4314.97021484375,4277.6298828125,111236400
2020-05-18,4508.9501953125,4354.72998046875,4361.02978515625,4498.33984375,119506400
2020-05-19,4536.06982421875,4421.10986328125,4536.06982421875,4458.16015625,138767200
2020-05-20,4499.7900390625,4396.2001953125,4434.6201171875,4496.97998046875,107244100
2020-05-21,4498.080078125,4429.27001953125,4443.919921875,4445.4501953125,88243500
2020-05-22,4475.35009765625,4368.7998046875,4381.81982421875,4444.56005859375,99188200
2020-05-25,4539.91015625,4451.56005859375,4482.5400390625,4539.91015625,65971900
2020-05-26,4619.83984375,4573.89013671875,4588.2998046875,4606.240234375,140172500
2020-05-27,4711.990234375,4614.41015625,4621.77001953125,4688.740234375,177960100
2020-05-28,4784.08984375,4701.52001953125,4718.10986328125,4771.39013671875,127442900
2020-05-29,4768.85009765625,4695.35986328125,4733.97998046875,4695.43994140625,167179700
2020-06-01,4782.02978515625,4721.6298828125,4776.72021484375,4762.77978515625,75978000
2020-06-02,4880.14990234375,4795.27978515625,4799.8798828125,4858.97021484375,126839400
2020-06-03,5026.4501953125,4909.990234375,4911.4501953125,5022.3798828125,160112800
2020-06-04,5052.75,4966.81982421875,4994.18017578125,5011.97998046875,138794600
2020-06-05,5199.64990234375,5060.919921875,5060.919921875,5197.7900390625,186841500
2020-06-08,5213.669921875,5137.2001953125,5159.2998046875,5175.52001953125,152914400
2020-06-09,5203.419921875,5053.2099609375,5187.08984375,5095.10986328125,160534800
2020-06-10,5152.4501953125,5043.56982421875,5119.85986328125,5053.419921875,121335100
2020-06-11,4956.2998046875,4815.60009765625,4925.9501953125,4815.60009765625,161274600
2020-06-12,4940.7900390625,4759.169921875,4774.10986328125,4839.259765625,133164300
2020-06-15,4841.52978515625,4691.81005859375,4716.97998046875,4815.72021484375,111889900
2020-06-16,5006.7900390625,4887.56005859375,4922.7900390625,4952.4599609375,144445800
2020-06-17,5026.83984375,4952.56982421875,4952.56982421875,4995.97021484375,107060900
2020-06-18,5017.18017578125,4908.60009765625,4978.2998046875,4958.75,101195000
2020-06-19,5040.47021484375,4979.4501953125,4997.52978515625,4979.4501953125,219575400
2020-06-22,5006.39990234375,4902.06005859375,4928.009765625,4948.7001953125,84695500
2020-06-23,5046.31005859375,4962.60009765625,4972.8798828125,5017.68017578125,101534900
2020-06-24,5004.0400390625,4871.35986328125,4985.6298828125,4871.35986328125,97104300
2020-06-25,4941.9599609375,4795.0498046875,4860.16015625,4918.580078125,99381800
2020-06-26,5014.830078125,4908.14990234375,4965.72021484375,4909.64013671875,83954200
2020-06-29,4977.6298828125,4867.330078125,4887.22998046875,4945.4599609375,94421100
2020-06-30,4967.35009765625,4901.9599609375,4958.93994140625,4935.990234375,102399800
2020-07-01,4963.3701171875,4851.3701171875,4939.7998046875,4926.93994140625,94498400
2020-07-02,5072.7099609375,4956.66015625,4963.1298828125,5049.3798828125,115448500
2020-07-03,5062.509765625,4982.240234375,5056.669921875,5007.14013671875,61984900
2020-07-06,5121.72021484375,5059.06982421875,5112.5,5081.509765625,88519700
2020-07-07,5056.52001953125,5009.02978515625,5054.0400390625,5043.72998046875,75993100
2020-07-08,5040.52001953125,4969.830078125,5004.81982421875,4981.1298828125,79877900
2020-07-09,5014.85009765625,4911.56005859375,5006.52001953125,4921.009765625,83118100
2020-07-10,4974.3701171875,4882.5,4891.60986328125,4970.47998046875,82357100
2020-07-13,5060.43017578125,4980.1201171875,5026.2001953125,5056.22998046875,75191300
2020-07-14,5007.4599609375,4941.72998046875,4990.47998046875,5007.4599609375,83503800
2020-07-15,5145.330078125,5039.18994140625,5045.919921875,5108.97998046875,97819900
2020-07-16,5105.1201171875,5048.31982421875,5076.52001953125,5085.27978515625,69535800
2020-07-17,5091.1298828125,5045.06982421875,5088.0,5069.419921875,82550600
2020-07-20,5100.7900390625,5015.10986328125,5058.47998046875,5093.18017578125,65186800
2020-07-21,5172.97998046875,5097.419921875,5129.77978515625,5104.27978515625,85782100
2020-07-22,5099.2900390625,5028.47998046875,5098.47998046875,5037.1201171875,75799200
2020-07-23,5083.97021484375,5019.2099609375,5064.72021484375,5033.759765625,79473700
2020-07-24,4982.1201171875,4925.41015625,4973.72998046875,4956.43017578125,76465000
2020-07-27,4957.77001953125,4923.18994140625,4944.2998046875,4939.6201171875,74167000
2020-07-28,4950.009765625,4893.6298828125,4930.10009765625,4928.93994140625,78674500
2020-07-29,4978.5,4945.580078125,4948.47998046875,4958.740234375,75517100
2020-07-30,4952.3798828125,4801.02001953125,4952.080078125,4852.93994140625,137065700
2020-07-31,4902.89990234375,4783.68994140625,4866.240234375,4783.68994140625,129676300
2020-08-03,4899.52001953125,4763.60009765625,4797.06005859375,4875.93017578125,104619900
2020-08-04,4920.7998046875,4856.64990234375,4905.66015625,4889.52001953125,86945300
2020-08-05,4954.60009765625,4907.41015625,4916.9599609375,4933.33984375,74970100
2020-08-06,4951.85986328125,4860.97998046875,4919.41015625,4885.1298828125,80015300
2020-08-07,4896.2099609375,4843.89990234375,4873.10009765625,4889.52001953125,62365400
2020-08-10,4937.6298828125,4878.580078125,4905.27001953125,4909.509765625,62044500
2020-08-11,5052.1201171875,4949.0498046875,4952.41015625,5027.990234375,97809400
2020-08-12,5096.52978515625,5010.7998046875,5017.72998046875,5073.31005859375,76792800
2020-08-13,5079.02001953125,5037.5498046875,5055.419921875,5042.3798828125,57693500
2020-08-14,5018.9501953125,4921.580078125,5018.9501953125,4962.93017578125,66383400
2020-08-17,4995.5498046875,4937.72021484375,4972.58984375,4971.93994140625,51855600
2020-08-18,5001.2900390625,4924.14990234375,4951.97998046875,4938.06005859375,60466700
2020-08-19,4977.22998046875,4917.52978515625,4934.7900390625,4977.22998046875,53103600
2020-08-20,4937.9501953125,4888.14990234375,4914.68994140625,4911.240234375,66410900
2020-08-21,4939.25,4839.080078125,4927.60986328125,4896.330078125,72886800
2020-08-24,5013.7001953125,4948.7099609375,4948.7099609375,5007.89013671875,68837200
2020-08-25,5073.60986328125,5008.27001953125,5023.06005859375,5008.27001953125,64060000
2020-08-26,5050.10009765625,4977.93994140625,4991.6298828125,5048.43017578125,49317700
2020-08-27,5052.259765625,5005.4599609375,5052.259765625,5015.97021484375,67454700
2020-08-28,5031.52978515625,4970.64013671875,5031.31005859375,5002.93994140625,71208000
2020-08-31,5067.5498046875,4942.18017578125,5041.33984375,4947.22021484375,97432500
2020-09-01,4993.56005859375,4892.830078125,4974.419921875,4938.10009765625,91322100
2020-09-02,5062.009765625,4959.64013671875,4969.6201171875,5031.740234375,86998900
2020-09-03,5131.39013671875,4982.33984375,5074.64013671875,5009.52001953125,93616800
2020-09-04,5068.8798828125,4928.7900390625,4974.68994140625,4965.06982421875,108586000
2020-09-07,5064.64013671875,4979.8701171875,4979.8701171875,5053.72021484375,61686000
2020-09-08,5061.60009765625,4935.3798828125,5052.8798828125,4973.52001953125,85589800
2020-09-09,5058.35009765625,4973.35986328125,4980.4599609375,5042.97998046875,86318500
2020-09-10,5062.89013671875,5005.83984375,5039.47998046875,5023.93017578125,70699400
2020-09-11,5053.6298828125,4997.85986328125,5014.97021484375,5034.14013671875,70572900
2020-09-14,5087.52001953125,5034.91015625,5071.8701171875,5051.8798828125,57540800
2020-09-15,5087.990234375,5035.10009765625,5056.89990234375,5067.93017578125,79316700
2020-09-16,5091.52001953125,5029.56005859375,5065.75,5074.419921875,81456400
2020-09-17,5053.31982421875,4995.64990234375,5005.89013671875,5039.5,85821100
2020-09-18,5041.330078125,4978.18017578125,5035.93994140625,4978.18017578125,279158000
2020-09-21,4949.759765625,4779.2099609375,4949.759765625,4792.0400390625,128894100
2020-09-22,4827.0,4772.83984375,4809.56982421875,4772.83984375,92909500
2020-09-23,4871.4501953125,4802.259765625,4824.169921875,4802.259765625,86947200
2020-09-24,4806.830078125,4744.0400390625,4746.10009765625,4762.6201171875,97836800
2020-09-25,4758.0498046875,4666.259765625,4754.81005859375,4729.66015625,96957900
2020-09-28,4849.97021484375,4788.18017578125,4806.14013671875,4843.27001953125,96864500
2020-09-29,4846.6298828125,4806.4501953125,4832.8701171875,4832.06982421875,73788000
2020-09-30,4854.02001953125,4782.68994140625,4793.18994140625,4803.43994140625,98788900
2020-10-01,4871.830078125,4804.77001953125,4850.2001953125,4824.0400390625,90319600
2020-10-02,4824.8798828125,4757.22021484375,4769.43017578125,4824.8798828125,78027700
2020-10-05,4876.85986328125,4842.259765625,4863.6298828125,4871.8701171875,73984600
2020-10-06,4925.7099609375,4850.35986328125,4881.7998046875,4895.4599609375,88768400
2020-10-07,4915.6298828125,4865.259765625,4888.490234375,4882.0,90531200
2020-10-08,4936.0400390625,4877.10009765625,4910.490234375,4911.93994140625,76900000
2020-10-09,4954.02001953125,4918.06005859375,4925.41015625,4946.81005859375,82326900
2020-10-12,4998.509765625,4944.0,4952.47021484375,4979.2900390625,74090900
2020-10-13,4976.580078125,4928.64013671875,4976.27978515625,4947.60986328125,81146200
2020-10-14,4965.31982421875,4928.43017578125,4956.68994140625,4941.66015625,71558400
2020-10-15,4881.31005859375,4808.580078125,4873.02978515625,4837.419921875,106038500
2020-10-16,4957.60009765625,4875.759765625,4904.10009765625,4935.85986328125,103413300
2020-10-19,4993.39013671875,4881.4599609375,4955.39013671875,4942.6201171875,44905900
2020-10-20,4968.60986328125,4914.490234375,4932.8701171875,4929.27978515625,89484700
2020-10-21,4945.330078125,4849.009765625,4945.330078125,4853.9501953125,77277800
2020-10-22,4873.89990234375,4783.64990234375,4830.43994140625,4851.3798828125,89673900
2020-10-23,4934.7099609375,4843.14013671875,4843.27978515625,4909.64013671875,80388100
2020-10-26,4896.47021484375,4814.990234375,4844.64013671875,4816.1201171875,0
2020-10-27,4818.97998046875,4723.7001953125,4818.97998046875,4730.66015625,0
2020-10-28,4640.6298828125,4521.60986328125,4635.18994140625,4571.1201171875,0
2020-10-29,4606.72021484375,4512.56982421875,4571.1298828125,4569.669921875,0
2020-10-30,4601.740234375,4519.3701171875,4519.3701171875,4594.240234375,0
2020-11-02,4705.10986328125,4581.85986328125,4614.9501953125,4691.14013671875,0
2020-11-03,4812.2900390625,4730.22998046875,4743.85986328125,4805.60986328125,0
2020-11-04,4926.56005859375,4730.31005859375,4736.4599609375,4922.85009765625,0
2020-11-05,4998.18994140625,4942.18017578125,4956.02001953125,4983.990234375,0
2020-11-06,4997.740234375,4915.240234375,4964.259765625,4960.8798828125,0
2020-11-09,5387.490234375,5021.330078125,5036.919921875,5336.31982421875,0
2020-11-10,5439.080078125,5327.22021484375,5351.31005859375,5418.97021484375,0
2020-11-11,5462.9501953125,5408.669921875,5433.66015625,5445.2099609375,0
2020-11-12,5421.39990234375,5348.6298828125,5394.3701171875,5362.56982421875,0
2020-11-13,5411.1201171875,5343.25,5343.31982421875,5380.16015625,0
2020-11-16,5518.91015625,5402.31005859375,5430.56982421875,5471.47998046875,0
2020-11-17,5487.31005859375,5441.259765625,5468.2900390625,5483.0,0
2020-11-18,5521.009765625,5452.1201171875,5468.169921875,5511.4501953125,0
2020-11-19,5490.18017578125,5449.4501953125,5458.02001953125,5474.66015625,0
2020-11-20,5524.25,5461.39013671875,5463.990234375,5495.89013671875,0
2020-11-23,5555.830078125,5492.14990234375,5543.830078125,5492.14990234375,95986700
2020-11-24,5574.68994140625,5536.10986328125,5546.06982421875,5558.419921875,0
2020-11-25,5589.77978515625,5545.009765625,5577.97021484375,5571.2900390625,0
2020-11-26,5592.77978515625,5559.72021484375,5589.3798828125,5566.7900390625,65753800
2020-11-27,5612.759765625,5556.6201171875,5563.0400390625,5598.18017578125,84633600
2020-11-30,5599.93994140625,5518.5498046875,5564.16015625,5518.5498046875,0
2020-12-01,5589.68017578125,5529.25,5542.4599609375,5581.64013671875,0
2020-12-02,5585.8701171875,5549.7900390625,5563.0498046875,5583.009765625,0
2020-12-03,5584.10009765625,5546.2900390625,5581.52978515625,5574.35986328125,0
2020-12-04,5616.6201171875,5574.1201171875,5574.1201171875,5609.14990234375,0
2020-12-07,5595.830078125,5535.419921875,5594.5,5573.3798828125,86156600
2020-12-08,5574.56982421875,5521.8701171875,5553.7900390625,5560.669921875,0
2020-12-09,5599.41015625,5545.93994140625,5590.18994140625,5546.81982421875,90861600
2020-12-10,5572.7998046875,5511.47998046875,5558.9599609375,5549.64990234375,0
2020-12-11,5532.81005859375,5466.56005859375,5528.14013671875,5507.5498046875,96872800
2020-12-14,5577.18017578125,5527.83984375,5547.2998046875,5527.83984375,0
2020-12-15,5565.52001953125,5517.06005859375,5521.7900390625,5530.31005859375,0
2020-12-16,5589.759765625,5515.5,5551.4501953125,5547.68017578125,0
2020-12-17,5585.509765625,5547.58984375,5578.7900390625,5549.4599609375,0
2020-12-18,5581.9599609375,5519.169921875,5533.77978515625,5527.83984375,173234900
2020-12-21,5422.10009765625,5306.580078125,5392.5498046875,5393.33984375,122849400
2020-12-22,5477.8701171875,5411.14990234375,5411.14990234375,5466.85986328125,0
2020-12-23,5539.16015625,5472.02978515625,5472.14013671875,5527.58984375,59208500
2020-12-24,5545.7099609375,5517.009765625,5542.490234375,5522.009765625,0
2020-12-28,5601.0,5547.89990234375,5562.0400390625,5588.3798828125,44706900
2020-12-29,5625.52001953125,5603.740234375,5610.1298828125,5611.7900390625,0
2020-12-30,5625.60009765625,5594.10986328125,5603.72021484375,5599.41015625,35280300
2020-12-31,5598.93017578125,5551.41015625,5573.2001953125,5551.41015625,0
2021-01-04,5656.419921875,5567.97021484375,5614.0400390625,5588.9599609375,82741000
2021-01-05,5603.66015625,5530.47998046875,5561.60009765625,5564.60009765625,79263400
2021-01-06,5648.419921875,5553.39013671875,5601.009765625,5630.60009765625,116286300
2021-01-07,5689.27978515625,5629.490234375,5651.0400390625,5669.85009765625,91729600
2021-01-08,5721.89013671875,5676.14990234375,5711.580078125,5706.8798828125,87558400
2021-01-11,5704.08984375,5629.4599609375,5684.66015625,5662.43017578125,76382800
2021-01-12,5679.06005859375,5636.75,5672.2001953125,5650.97021484375,73935200
2021-01-13,5679.06982421875,5643.75,5648.9599609375,5662.669921875,109764000
2021-01-14,5690.490234375,5656.75,5662.169921875,5681.14013671875,104615600
2021-01-15,5656.4501953125,5563.740234375,5648.7001953125,5611.68994140625,127619000
2021-01-18,5618.419921875,5584.58984375,5584.85009765625,5617.27001953125,62122300
2021-01-19,5655.22021484375,5592.2001953125,5647.75,5598.60986328125,89498100
2021-01-20,5646.06005859375,5602.490234375,5615.41015625,5628.43994140625,78552400
2021-01-21,5665.97998046875,5589.7998046875,5660.27001953125,5590.7900390625,87605000
2021-01-22,5573.7099609375,5511.43994140625,5568.8798828125,5559.56982421875,89454700
2021-01-25,5584.39990234375,5453.240234375,5579.72998046875,5472.35986328125,103153900
2021-01-26,5555.27978515625,5471.08984375,5473.25,5523.52001953125,84017800
2021-01-27,5545.4501953125,5401.43017578125,5517.52978515625,5459.6201171875,123358200
2021-01-28,5525.9501953125,5379.22021484375,5407.740234375,5510.52001953125,113180800
2021-01-29,5474.7998046875,5399.2099609375,5421.52978515625,5399.2099609375,109393800
2021-02-01,5481.669921875,5429.77978515625,5441.43017578125,5461.68017578125,75051100
2021-02-02,5574.77001953125,5509.240234375,5510.6201171875,5563.10986328125,92321700
2021-02-03,5626.41015625,5554.08984375,5610.58984375,5563.0498046875,81321400
2021-02-04,5613.9501953125,5566.580078125,5568.39013671875,5608.5400390625,84653400
2021-02-05,5673.02978515625,5627.83984375,5638.740234375,5659.259765625,90026000
2021-02-08,5714.27978515625,5673.6298828125,5688.68017578125,5686.02978515625,75598300
2021-02-09,5703.52978515625,5674.43017578125,5703.52978515625,5691.5400390625,74734600
2021-02-10,5719.31982421875,5647.27978515625,5719.31982421875,5670.7998046875,80605800
2021-02-11,5692.0,5656.7998046875,5684.93994140625,5669.81982421875,85822100
2021-02-12,5705.02001953125,5627.990234375,5651.669921875,5703.669921875,74872400
2021-02-15,5801.3798828125,5722.16015625,5732.2998046875,5786.25,95598000
2021-02-16,5797.919921875,5768.9599609375,5796.43017578125,5786.52978515625,69738200
2021-02-17,5790.27001953125,5752.85009765625,5762.009765625,5765.83984375,89772300
2021-02-18,5779.009765625,5720.580078125,5757.75,5728.330078125,95205800
2021-02-19,5784.89990234375,5733.83984375,5737.18994140625,5773.5498046875,95515600
2021-02-22,5776.64013671875,5703.47998046875,5737.47021484375,5767.43994140625,83870900
2021-02-23,5804.89990234375,5721.919921875,5781.240234375,5779.83984375,0
2021-02-24,5804.14013671875,5758.2998046875,5769.2099609375,5797.97998046875,83298700
2021-02-25,5834.35986328125,5783.89013671875,5824.72021484375,5783.89013671875,99039600
2021-02-26,5768.02978515625,5688.259765625,5715.68994140625,5703.22021484375,126426700
2021-03-01,5804.35009765625,5765.7998046875,5770.89013671875,5792.7900390625,83783600
2021-03-02,5835.740234375,5773.52001953125,5774.6201171875,5809.72998046875,78464500
2021-03-03,5871.43017578125,5788.66015625,5841.2001953125,5830.06005859375,91437400
2021-03-04,5844.68994140625,5797.669921875,5800.72998046875,5830.64990234375,96687500
2021-03-05,5837.5498046875,5755.60009765625,5794.47998046875,5782.64990234375,99553700
2021-03-08,5912.5,5799.0498046875,5822.919921875,5902.990234375,0
2021-03-09,5937.81005859375,5895.330078125,5903.259765625,5924.97021484375,98009300
2021-03-10,5993.6298828125,5912.35009765625,5915.169921875,5990.5498046875,84108900
2021-03-11,6033.759765625,5995.41015625,6004.16015625,6033.759765625,85660900
2021-03-12,6046.5498046875,6017.41015625,6030.6298828125,6046.5498046875,72235700
2021-03-15,6089.2001953125,6018.5498046875,6069.08984375,6035.97021484375,78751000
2021-03-16,6061.18994140625,6034.759765625,6050.39990234375,6055.43017578125,846600
2021-03-17,6062.35986328125,6037.25,6048.31005859375,6054.81982421875,806600
2021-03-18,6082.919921875,6044.31982421875,6076.2099609375,6062.7900390625,91171900
2021-03-19,6047.64990234375,5983.60986328125,6021.1298828125,5997.9599609375,212881400
2021-03-22,5987.22998046875,5943.7099609375,5960.85009765625,5968.47998046875,76067200
2021-03-23,5968.56005859375,5921.830078125,5943.31005859375,5945.2998046875,75656900
2021-03-24,5948.669921875,5890.5498046875,5901.64013671875,5947.2900390625,80552800
2021-03-25,5952.41015625,5886.0,5911.0400390625,5952.41015625,73423600
2021-03-26,6002.9501953125,5962.4599609375,5979.22998046875,5988.81005859375,80680200
2021-03-29,6029.58984375,5985.35986328125,5995.0,6015.509765625,67745900
2021-03-30,6095.080078125,6041.39013671875,6044.5400390625,6088.0400390625,76904000
2021-03-31,6097.740234375,6060.240234375,6085.02001953125,6067.22998046875,85387300
2021-04-01,6106.1201171875,6063.85986328125,6079.669921875,6102.9599609375,75221700
2021-04-06,6159.10009765625,6125.740234375,6155.22021484375,6131.33984375,73632700
2021-04-07,6154.3798828125,6118.91015625,6137.6298828125,6130.66015625,0
2021-04-08,6171.4501953125,6146.22021484375,6153.35986328125,6165.72021484375,66071200
2021-04-09,6188.47998046875,6161.419921875,6171.60009765625,6169.41015625,65261400
2021-04-12,6183.02001953125,6151.52001953125,6167.31982421875,6161.68017578125,0
2021-04-13,6193.240234375,6156.490234375,6171.8798828125,6184.10009765625,74722300
2021-04-14,6217.740234375,6194.5498046875,6214.490234375,6208.580078125,0
2021-04-15,6244.22998046875,6209.58984375,6219.0400390625,6234.14013671875,66204600
2021-04-16,6299.56005859375,6229.2998046875,6229.64990234375,6287.06982421875,86378000
2021-04-19,6319.080078125,6293.169921875,6294.740234375,6296.68994140625,58527600
2021-04-20,6285.2900390625,6154.02978515625,6281.10009765625,6165.10986328125,0
2021-04-21,6227.0400390625,6178.66015625,6180.68994140625,6210.5498046875,77394900
2021-04-22,6274.18994140625,6225.58984375,6230.2099609375,6267.27978515625,67091000
2021-04-23,6280.81005859375,6227.18994140625,6259.6298828125,6257.93994140625,61769900
2021-04-26,6288.7900390625,6240.990234375,6256.0400390625,6275.52001953125,64366500
